Serial,date,time of year,Year,Hour,Day off,Weekday,Workingday,Weather,Temp,Feel_Temp, Humidity,Fog Density,Foreigners,Local,Total Visitors
4538,06-11-2011,4,0,4,0,0,0,1,0.24,0.2879,1.75105493,0.87,0,6,6
4539,06-11-2011,4,0,5,0,0,0,1,0.24,0.2424,1.72760631,0.87,0,5,5
4540,06-11-2011,4,0,6,0,0,0,1,0.26,0.2879,1.756203975,0.81,5,11,16
4541,06-11-2011,4,0,9,0,0,0,2,0.3,0.3182,1.767132197,0.75,36,134,170
4542,06-11-2011,4,0,10,0,0,0,1,0.36,0.3636,1.744146104,0.66,76,186,262
4543,06-11-2011,4,0,11,0,0,0,1,0.42,0.4242,1.736582879,0.58,104,216,320
4544,06-11-2011,4,0,12,0,0,0,1,0.44,0.4394,1.739436766,0.54,120,226,346
4545,06-11-2011,4,0,13,0,0,0,1,0.46,0.4545,1.72624054,0.51,105,209,314
4546,06-11-2011,4,0,14,0,0,0,1,0.46,0.4545,1.722912235,0.55,101,219,320
4547,06-11-2011,4,0,16,0,0,0,1,0.46,0.4545,1.666822583,0.55,84,263,347
4548,06-11-2011,4,0,17,0,0,0,1,0.44,0.4394,1.680167091,0.62,71,185,256
4549,06-11-2011,4,0,18,0,0,0,1,0.42,0.4242,1.682915573,0.71,39,146,185
4550,06-11-2011,4,0,19,0,0,0,1,0.38,0.3939,1.70828812,0.76,21,130,151
4551,06-11-2011,4,0,20,0,0,0,1,0.36,0.3636,1.719846815,0.81,16,100,116
4552,06-11-2011,4,0,21,0,0,0,1,0.36,0.3636,1.725443371,0.81,11,77,88
4553,06-11-2011,4,0,23,0,0,0,1,0.34,0.3485,1.633025846,0.87,7,43,50
4554,07-11-2011,4,0,0,0,1,1,1,0.34,0.3636,1.560789907,0.87,1,14,15
4555,07-11-2011,4,0,1,0,1,1,1,0.34,0.3636,1.444366409,0.87,2,6,8
4556,07-11-2011,4,0,3,0,1,1,1,0.32,0.3485,1.328135691,0.93,0,3,3
4557,07-11-2011,4,0,4,0,1,1,1,0.32,0.3485,1.320841244,0.93,2,4,6
4558,07-11-2011,4,0,5,0,1,1,1,0.3,0.3333,1.300954134,0.93,1,25,26
4559,07-11-2011,4,0,6,0,1,1,2,0.28,0.3182,1.314983249,0.93,2,97,99
4560,07-11-2011,4,0,8,0,1,1,2,0.3,0.3182,1.337270646,1,13,397,410
4561,07-11-2011,4,0,12,0,1,1,1,0.46,0.4545,1.368947097,0.67,21,158,179
4562,07-11-2011,4,0,14,0,1,1,1,0.56,0.5303,1.37872701,0.37,30,115,145
4563,07-11-2011,4,0,15,0,1,1,1,0.56,0.5303,1.374247307,0.37,38,132,170
4564,07-11-2011,4,0,17,0,1,1,1,0.5,0.4848,1.369886947,0.45,39,489,528
4565,07-11-2011,4,0,18,0,1,1,1,0.46,0.4545,1.381331041,0.59,18,407,425
4566,07-11-2011,4,0,19,0,1,1,1,0.46,0.4545,1.392450077,0.59,20,280,300
4567,07-11-2011,4,0,21,0,1,1,1,0.38,0.3939,1.397433411,0.82,10,129,139
4568,07-11-2011,4,0,23,0,1,1,1,0.36,0.3636,1.312515159,0.87,1,47,48
4569,08-11-2011,4,0,1,0,2,1,1,0.32,0.3333,1.358250199,0.93,3,8,11
4570,08-11-2011,4,0,3,0,2,1,1,0.32,0.3485,1.369353301,0.87,0,3,3
4571,08-11-2011,4,0,4,0,2,1,1,0.3,0.3333,1.401675118,0.87,0,4,4
4572,08-11-2011,4,0,6,0,2,1,1,0.3,0.3333,1.334554045,0.87,3,96,99
4573,08-11-2011,4,0,7,0,2,1,1,0.3,0.3182,1.29410512,0.87,7,316,323
4574,08-11-2011,4,0,8,0,2,1,1,0.32,0.3333,1.30434955,0.93,11,455,466
4575,08-11-2011,4,0,10,0,2,1,1,0.42,0.4242,1.311182704,0.71,25,104,129
4576,08-11-2011,4,0,11,0,2,1,1,0.46,0.4545,1.24419459,0.63,21,126,147
4577,08-11-2011,4,0,14,0,2,1,1,0.56,0.5303,1.22594924,0.46,32,129,161
4578,08-11-2011,4,0,16,0,2,1,1,0.56,0.5303,1.188400407,0.46,39,250,289
4579,08-11-2011,4,0,17,0,2,1,1,0.52,0.5,1.141720179,0.43,40,459,499
4580,08-11-2011,4,0,18,0,2,1,1,0.48,0.4697,1.149968657,0.55,30,432,462
4581,08-11-2011,4,0,19,0,2,1,1,0.46,0.4545,1.201667299,0.59,14,264,278
4582,08-11-2011,4,0,20,0,2,1,1,0.4,0.4091,1.243344025,0.76,12,169,181
4583,09-11-2011,4,0,0,0,3,1,1,0.36,0.3788,1.193663578,0.87,0,13,13
4584,09-11-2011,4,0,3,0,3,1,1,0.32,0.3485,1.229996699,0.93,0,4,4
4585,09-11-2011,4,0,4,0,3,1,1,0.32,0.3485,1.216110699,0.87,0,4,4
4586,09-11-2011,4,0,7,0,3,1,1,0.3,0.3333,1.160839908,0.87,0,300,300
4587,09-11-2011,4,0,8,0,3,1,1,0.32,0.3485,1.12088401,0.93,19,437,456
4588,09-11-2011,4,0,13,0,3,1,1,0.5,0.4848,1.127138061,0.51,31,136,167
4589,09-11-2011,4,0,14,0,3,1,1,0.52,0.5,1.123679015,0.48,26,153,179
4590,09-11-2011,4,0,15,0,3,1,1,0.52,0.5,1.126499752,0.45,21,130,151
4591,09-11-2011,4,0,16,0,3,1,1,0.52,0.5,1.144349289,0.48,24,257,281
4592,09-11-2011,4,0,17,0,3,1,1,0.46,0.4545,1.152805222,0.63,27,458,485
4593,09-11-2011,4,0,18,0,3,1,1,0.44,0.4394,1.098048665,0.67,21,387,408
4594,09-11-2011,4,0,19,0,3,1,1,0.44,0.4394,1.117800797,0.72,12,292,304
4595,09-11-2011,4,0,20,0,3,1,1,0.44,0.4394,1.099318231,0.77,18,201,219
4596,09-11-2011,4,0,21,0,3,1,1,0.4,0.4091,1.089874735,0.87,9,152,161
4597,10-11-2011,4,0,0,0,4,1,1,0.4,0.4091,1.114427547,0.87,0,24,24
4598,10-11-2011,4,0,2,0,4,1,2,0.38,0.3939,1.172435399,0.94,0,5,5
4599,10-11-2011,4,0,4,0,4,1,1,0.38,0.3939,1.196991816,0.94,1,2,3
4600,10-11-2011,4,0,5,0,4,1,2,0.36,0.3485,1.184181141,1,1,22,23
4601,10-11-2011,4,0,6,0,4,1,2,0.36,0.3485,1.111892822,1,4,110,114
4602,10-11-2011,4,0,8,0,4,1,2,0.4,0.4091,1.050137015,0.94,18,418,436
4603,10-11-2011,4,0,9,0,4,1,2,0.42,0.4242,1.027206406,0.94,23,188,211
4604,10-11-2011,4,0,10,0,4,1,2,0.44,0.4394,1.040628377,0.88,17,100,117
4605,10-11-2011,4,0,13,0,4,1,3,0.36,0.3333,1.059388186,0.81,9,87,96
4606,10-11-2011,4,0,17,0,4,1,3,0.36,0.3485,1.071534109,0.81,9,168,177
4607,10-11-2011,4,0,19,0,4,1,2,0.36,0.3485,1.064840836,0.71,19,192,211
4608,10-11-2011,4,0,20,0,4,1,2,0.36,0.3333,1.079804264,0.62,8,160,168
4609,11-11-2011,4,0,0,1,5,0,1,0.34,0.3182,1.10199102,0.53,10,56,66
4610,11-11-2011,4,0,1,1,5,0,1,0.32,0.303,1.126155671,0.57,3,16,19
4611,11-11-2011,4,0,3,1,5,0,1,0.3,0.2879,1.139729502,0.61,0,6,6
4612,11-11-2011,4,0,4,1,5,0,1,0.3,0.2879,1.158817057,0.61,0,8,8
4613,11-11-2011,4,0,5,1,5,0,1,0.3,0.2879,1.1914512,0.49,0,13,13
4614,11-11-2011,4,0,8,1,5,0,1,0.3,0.2727,1.262580144,0.42,9,249,258
4615,11-11-2011,4,0,9,1,5,0,1,0.32,0.2879,1.265209891,0.45,15,186,201
4616,11-11-2011,4,0,10,1,5,0,1,0.32,0.2727,1.274155341,0.42,38,162,200
4617,11-11-2011,4,0,11,1,5,0,1,0.34,0.2879,1.279748033,0.42,20,150,170
4618,11-11-2011,4,0,12,1,5,0,1,0.34,0.2879,1.284709386,0.42,41,198,239
4619,11-11-2011,4,0,14,1,5,0,1,0.38,0.3939,1.275760581,0.37,64,183,247
4620,11-11-2011,4,0,15,1,5,0,1,0.36,0.3333,1.260309182,0.37,29,187,216
4621,11-11-2011,4,0,17,1,5,0,1,0.34,0.303,1.256747742,0.39,24,286,310
4622,11-11-2011,4,0,18,1,5,0,1,0.34,0.3182,1.272081572,0.39,23,185,208
4623,11-11-2011,4,0,19,1,5,0,1,0.32,0.3182,1.275705882,0.39,17,182,199
4624,11-11-2011,4,0,21,1,5,0,1,0.3,0.303,1.26778513,0.45,4,79,83
4625,12-11-2011,4,0,2,0,6,0,1,0.24,0.2576,1.214898301,0.65,7,39,46
4626,12-11-2011,4,0,3,0,6,0,1,0.24,0.2424,1.188317197,0.7,4,13,17
4627,12-11-2011,4,0,4,0,6,0,1,0.2,0.2121,1.169621552,0.8,0,7,7
4628,12-11-2011,4,0,5,0,6,0,1,0.22,0.2576,1.162814653,0.75,1,3,4
4629,12-11-2011,4,0,6,0,6,0,1,0.22,0.2273,1.180889889,0.75,0,7,7
4630,12-11-2011,4,0,7,0,6,0,1,0.22,0.2273,1.162997282,0.75,3,24,27
4631,12-11-2011,4,0,8,0,6,0,1,0.26,0.2576,1.212043681,0.7,14,87,101
4632,12-11-2011,4,0,9,0,6,0,1,0.3,0.303,1.272182555,0.61,18,142,160
4633,12-11-2011,4,0,10,0,6,0,1,0.34,0.3182,1.307364281,0.61,62,170,232
4634,12-11-2011,4,0,11,0,6,0,1,0.38,0.3939,1.375647365,0.54,102,213,315
4635,12-11-2011,4,0,12,0,6,0,1,0.44,0.4394,1.423044531,0.44,142,224,366
4636,12-11-2011,4,0,13,0,6,0,1,0.48,0.4697,1.420640365,0.36,128,225,353
4637,12-11-2011,4,0,14,0,6,0,1,0.5,0.4848,1.438336046,0.36,191,244,435
4638,12-11-2011,4,0,15,0,6,0,1,0.52,0.5,1.46319387,0.29,165,221,386
4639,12-11-2011,4,0,16,0,6,0,1,0.52,0.5,1.466602921,0.32,137,224,361
4640,12-11-2011,4,0,20,0,6,0,1,0.42,0.4242,1.457714955,0.5,31,101,132
4641,12-11-2011,4,0,21,0,6,0,1,0.42,0.4242,1.446926096,0.47,19,103,122
4642,12-11-2011,4,0,22,0,6,0,1,0.42,0.4242,1.436289035,0.47,30,88,118
4643,12-11-2011,4,0,23,0,6,0,1,0.4,0.4091,1.426919122,0.58,23,78,101
4644,13-11-2011,4,0,0,0,0,0,2,0.4,0.4091,1.424274973,0.58,12,61,73
4645,13-11-2011,4,0,1,0,0,0,2,0.36,0.3485,1.413850764,0.66,13,58,71
4646,13-11-2011,4,0,3,0,0,0,2,0.36,0.3485,1.403883703,0.62,8,20,28
4647,13-11-2011,4,0,4,0,0,0,2,0.36,0.3485,1.406239895,0.62,1,5,6
4648,13-11-2011,4,0,9,0,0,0,1,0.4,0.4091,1.415565135,0.54,38,97,135
4649,13-11-2011,4,0,11,0,0,0,1,0.46,0.4545,1.423657393,0.4,108,187,295
4650,13-11-2011,4,0,12,0,0,0,2,0.52,0.5,1.409560192,0.29,112,242,354
4651,13-11-2011,4,0,13,0,0,0,2,0.52,0.5,1.401687801,0.29,105,234,339
4652,13-11-2011,4,0,14,0,0,0,2,0.54,0.5152,1.274427428,0.28,108,263,371
4653,13-11-2011,4,0,15,0,0,0,2,0.5,0.4848,1.261209951,0.42,89,221,310
4654,13-11-2011,4,0,17,0,0,0,1,0.52,0.5,1.267252209,0.27,44,187,231
4655,13-11-2011,4,0,18,0,0,0,1,0.52,0.5,1.23255782,0.27,35,155,190
4656,13-11-2011,4,0,19,0,0,0,1,0.5,0.4848,1.208052274,0.29,36,121,157
4657,13-11-2011,4,0,20,0,0,0,1,0.5,0.4848,1.258460438,0.31,24,115,139
4658,13-11-2011,4,0,22,0,0,0,1,0.48,0.4697,1.217297638,0.41,25,64,89
4659,14-11-2011,4,0,1,0,1,1,1,0.46,0.4545,1.078746591,0.63,5,6,11
4660,14-11-2011,4,0,3,0,1,1,1,0.44,0.4394,1.037719738,0.67,4,3,7
4661,14-11-2011,4,0,5,0,1,1,2,0.44,0.4394,1.112283471,0.67,0,19,19
4662,14-11-2011,4,0,6,0,1,1,2,0.44,0.4394,1.189749305,0.72,10,104,114
4663,14-11-2011,4,0,7,0,1,1,1,0.44,0.4394,1.275530723,0.72,11,311,322
4664,14-11-2011,4,0,8,0,1,1,2,0.46,0.4545,1.26431724,0.67,27,425,452
4665,14-11-2011,4,0,9,0,1,1,2,0.48,0.4697,1.309424949,0.67,29,204,233
4666,14-11-2011,4,0,10,0,1,1,2,0.5,0.4848,1.327223538,0.63,26,85,111
4667,14-11-2011,4,0,16,0,1,1,1,0.62,0.6212,1.358116324,0.46,51,264,315
4668,14-11-2011,4,0,17,0,1,1,1,0.62,0.6212,1.35817022,0.46,55,464,519
4669,14-11-2011,4,0,18,0,1,1,1,0.56,0.5303,1.368628697,0.56,29,460,489
4670,14-11-2011,4,0,19,0,1,1,1,0.6,0.6212,1.367897102,0.53,28,274,302
4671,14-11-2011,4,0,20,0,1,1,1,0.6,0.6212,1.371279663,0.53,30,210,240
4672,14-11-2011,4,0,21,0,1,1,1,0.6,0.6212,1.392030059,0.53,37,176,213
4673,14-11-2011,4,0,23,0,1,1,1,0.56,0.5303,1.451158208,0.64,13,48,61
4674,15-11-2011,4,0,0,0,2,1,1,0.56,0.5303,1.492847439,0.64,7,15,22
4675,15-11-2011,4,0,1,0,2,1,1,0.56,0.5303,1.478202632,0.6,5,5,10
4676,15-11-2011,4,0,2,0,2,1,1,0.56,0.5303,1.471761623,0.64,7,8,15
4677,15-11-2011,4,0,3,0,2,1,2,0.54,0.5152,1.51161787,0.68,0,4,4
4678,15-11-2011,4,0,4,0,2,1,1,0.56,0.5303,1.501547635,0.64,1,6,7
4679,15-11-2011,4,0,5,0,2,1,1,0.54,0.5152,1.430993744,0.68,2,26,28
4680,15-11-2011,4,0,6,0,2,1,2,0.56,0.5303,1.398691382,0.64,4,104,108
4681,15-11-2011,4,0,8,0,2,1,2,0.54,0.5152,1.428246191,0.68,27,453,480
4682,15-11-2011,4,0,9,0,2,1,2,0.56,0.5303,1.461802589,0.64,26,174,200
4683,15-11-2011,4,0,10,0,2,1,2,0.56,0.5303,1.50919367,0.64,23,115,138
4684,15-11-2011,4,0,12,0,2,1,2,0.54,0.5152,1.537357347,0.68,28,148,176
4685,15-11-2011,4,0,16,0,2,1,2,0.52,0.5,1.548048674,0.68,31,240,271
4686,15-11-2011,4,0,17,0,2,1,2,0.5,0.4848,1.539295285,0.72,29,422,451
4687,15-11-2011,4,0,18,0,2,1,2,0.5,0.4848,1.523315313,0.72,27,414,441
4688,15-11-2011,4,0,20,0,2,1,2,0.48,0.4697,1.503060052,0.82,26,212,238
4689,16-11-2011,4,0,3,0,3,1,2,0.46,0.4545,1.501005637,0.94,2,3,5
4690,16-11-2011,4,0,4,0,3,1,2,0.44,0.4394,1.4894241,1,1,3,4
4691,16-11-2011,4,0,5,0,3,1,3,0.46,0.4545,1.479372682,0.94,0,13,13
4692,16-11-2011,4,0,7,0,3,1,3,0.46,0.4545,1.487550727,0.94,7,130,137
4693,16-11-2011,4,0,10,0,3,1,3,0.46,0.4545,1.48073962,0.94,4,32,36
4694,16-11-2011,4,0,13,0,3,1,3,0.46,0.4545,1.456507086,0.94,6,52,58
4695,16-11-2011,4,0,14,0,3,1,2,0.46,0.4545,1.461047764,1,12,49,61
4696,16-11-2011,4,0,16,0,3,1,3,0.48,0.4697,1.483285944,0.94,13,110,123
4697,16-11-2011,4,0,17,0,3,1,2,0.48,0.4697,1.48643189,0.88,17,216,233
4698,16-11-2011,4,0,18,0,3,1,3,0.46,0.4545,1.454269574,0.88,13,176,189
4699,16-11-2011,4,0,19,0,3,1,3,0.46,0.4545,1.401370219,0.88,3,108,111
4700,16-11-2011,4,0,20,0,3,1,3,0.44,0.4394,1.372003716,0.88,5,94,99
4701,16-11-2011,4,0,21,0,3,1,3,0.44,0.4394,1.429064871,0.88,3,72,75
4702,16-11-2011,4,0,22,0,3,1,3,0.42,0.4242,1.386481102,0.88,1,45,46
4703,17-11-2011,4,0,0,0,4,1,2,0.42,0.4242,1.36224178,0.88,2,22,24
4704,17-11-2011,4,0,2,0,4,1,2,0.42,0.4242,1.362390324,0.82,0,5,5
4705,17-11-2011,4,0,4,0,4,1,2,0.4,0.4091,1.520349402,0.62,1,3,4
4706,17-11-2011,4,0,5,0,4,1,3,0.34,0.303,1.488099331,0.71,1,21,22
4707,17-11-2011,4,0,7,0,4,1,3,0.34,0.3182,1.646129663,0.61,4,164,168
4708,17-11-2011,4,0,8,0,4,1,3,0.34,0.303,1.699169409,0.61,12,343,355
4709,17-11-2011,4,0,9,0,4,1,2,0.34,0.303,1.688260049,0.61,14,184,198
4710,17-11-2011,4,0,12,0,4,1,2,0.34,0.303,1.712697838,0.53,6,115,121
4711,17-11-2011,4,0,13,0,4,1,2,0.34,0.303,1.718950536,0.49,15,109,124
4712,17-11-2011,4,0,14,0,4,1,2,0.34,0.303,1.726099053,0.49,5,105,110
4713,17-11-2011,4,0,15,0,4,1,2,0.34,0.303,1.667342253,0.49,10,106,116
4714,17-11-2011,4,0,16,0,4,1,1,0.32,0.2879,1.606897125,0.39,8,187,195
4715,17-11-2011,4,0,17,0,4,1,1,0.32,0.2879,1.581726719,0.42,20,379,399
4716,17-11-2011,4,0,18,0,4,1,1,0.32,0.3182,1.587901696,0.39,9,298,307
4717,17-11-2011,4,0,19,0,4,1,1,0.3,0.2879,1.579385388,0.45,7,210,217
4718,17-11-2011,4,0,22,0,4,1,1,0.26,0.2424,1.594106817,0.52,1,83,84
4719,18-11-2011,4,0,0,0,5,1,1,0.26,0.2576,1.576499952,0.48,2,28,30
4720,18-11-2011,4,0,3,0,5,1,1,0.24,0.2121,1.590302186,0.41,0,2,2
4721,18-11-2011,4,0,5,0,5,1,1,0.22,0.2273,1.619904825,0.44,0,22,22
4722,18-11-2011,4,0,6,0,5,1,1,0.22,0.2576,1.600638093,0.44,1,70,71
4723,18-11-2011,4,0,8,0,5,1,1,0.22,0.2273,1.585508595,0.44,6,369,375
4724,18-11-2011,4,0,9,0,5,1,1,0.26,0.2576,1.558139756,0.41,6,207,213
4725,18-11-2011,4,0,10,0,5,1,1,0.26,0.2424,1.56416475,0.41,10,105,115
4726,18-11-2011,4,0,13,0,5,1,1,0.34,0.3182,1.587950859,0.31,31,146,177
4727,18-11-2011,4,0,14,0,5,1,1,0.34,0.3333,1.59034303,0.31,31,123,154
4728,18-11-2011,4,0,16,0,5,1,1,0.34,0.3333,1.592522414,0.29,19,190,209
4729,18-11-2011,4,0,17,0,5,1,1,0.32,0.3333,1.594882064,0.31,17,361,378
4730,18-11-2011,4,0,18,0,5,1,1,0.3,0.303,1.630156182,0.36,16,312,328
4731,18-11-2011,4,0,19,0,5,1,1,0.28,0.2727,1.625625855,0.41,7,183,190
4732,18-11-2011,4,0,22,0,5,1,1,0.26,0.2727,1.584026409,0.52,9,88,97
4733,19-11-2011,4,0,0,0,6,0,1,0.26,0.2576,1.495858396,0.56,4,49,53
4734,19-11-2011,4,0,1,0,6,0,1,0.26,0.2273,1.448579877,0.52,1,34,35
4735,19-11-2011,4,0,2,0,6,0,1,0.24,0.2424,1.45798167,0.56,12,34,46
4736,19-11-2011,4,0,3,0,6,0,1,0.26,0.2424,1.465826979,0.48,4,11,15
4737,19-11-2011,4,0,5,0,6,0,1,0.24,0.2273,1.482804224,0.56,0,2,2
4738,19-11-2011,4,0,7,0,6,0,1,0.24,0.2273,1.467284871,0.6,3,38,41
4739,19-11-2011,4,0,11,0,6,0,1,0.36,0.3788,1.478878294,0.4,50,183,233
4740,19-11-2011,4,0,12,0,6,0,1,0.4,0.4091,1.494554255,0.35,93,218,311
4741,19-11-2011,4,0,13,0,6,0,1,0.42,0.4242,1.511922709,0.3,118,245,363
4742,19-11-2011,4,0,14,0,6,0,1,0.42,0.4242,1.545153891,0.32,121,228,349
4743,19-11-2011,4,0,15,0,6,0,1,0.42,0.4242,1.559986485,0.41,120,262,382
4744,19-11-2011,4,0,19,0,6,0,2,0.34,0.3333,1.561416273,0.71,33,149,182
4745,19-11-2011,4,0,20,0,6,0,2,0.36,0.3636,1.557249375,0.57,48,115,163
4746,19-11-2011,4,0,23,0,6,0,1,0.38,0.3939,1.522860612,0.62,20,73,93
4747,20-11-2011,4,0,0,0,0,0,1,0.38,0.3939,1.542169803,0.66,14,79,93
4748,20-11-2011,4,0,1,0,0,0,1,0.4,0.4091,1.559424601,0.62,11,73,84
4749,20-11-2011,4,0,2,0,0,0,1,0.4,0.4091,1.558041472,0.62,12,44,56
4750,20-11-2011,4,0,6,0,0,0,2,0.42,0.4242,1.554765241,0.67,3,6,9
4751,20-11-2011,4,0,7,0,0,0,1,0.42,0.4242,1.525120636,0.67,4,19,23
4752,20-11-2011,4,0,9,0,0,0,1,0.44,0.4394,1.568202609,0.72,29,109,138
4753,20-11-2011,4,0,10,0,0,0,2,0.44,0.4394,1.360099308,0.72,46,183,229
4754,20-11-2011,4,0,11,0,0,0,2,0.5,0.4848,1.33447577,0.63,74,212,286
4755,20-11-2011,4,0,13,0,0,0,2,0.54,0.5152,1.333429139,0.6,84,285,369
4756,20-11-2011,4,0,14,0,0,0,1,0.52,0.5,1.19880364,0.63,113,250,363
4757,20-11-2011,4,0,15,0,0,0,2,0.52,0.5,1.021263857,0.68,109,242,351
4758,20-11-2011,4,0,16,0,0,0,2,0.52,0.5,0.887976051,0.63,81,225,306
4759,20-11-2011,4,0,18,0,0,0,2,0.54,0.5152,0.87726963,0.64,22,123,145
4760,20-11-2011,4,0,19,0,0,0,2,0.5,0.4848,0.932617066,0.72,17,140,157
4761,20-11-2011,4,0,21,0,0,0,2,0.48,0.4697,0.9334131,0.77,11,94,105
4762,20-11-2011,4,0,22,0,0,0,3,0.46,0.4545,0.901715532,0.88,5,35,40
4763,21-11-2011,4,0,0,0,1,1,2,0.46,0.4545,0.918103225,0.94,4,13,17
4764,21-11-2011,4,0,1,0,1,1,3,0.46,0.4545,0.929514865,0.94,4,8,12
4765,21-11-2011,4,0,2,0,1,1,3,0.44,0.4394,0.930759569,1,1,2,3
4766,21-11-2011,4,0,3,0,1,1,3,0.44,0.4394,0.917820522,1,0,4,4
4767,21-11-2011,4,0,5,0,1,1,2,0.44,0.4394,0.905616919,1,0,20,20
4768,21-11-2011,4,0,7,0,1,1,2,0.46,0.4545,0.914182356,0.94,17,229,246
4769,21-11-2011,4,0,8,0,1,1,2,0.46,0.4545,0.867421723,0.94,13,378,391
4770,21-11-2011,4,0,9,0,1,1,2,0.48,0.4697,0.810397979,0.94,15,222,237
4771,21-11-2011,4,0,10,0,1,1,2,0.52,0.5,0.771047052,0.83,25,110,135
4772,21-11-2011,4,0,11,0,1,1,2,0.52,0.5,0.712728648,0.83,16,112,128
4773,21-11-2011,4,0,14,0,1,1,2,0.48,0.4697,0.710387887,0.82,14,121,135
4774,21-11-2011,4,0,15,0,1,1,3,0.44,0.4394,0.671695063,0.94,15,93,108
4775,21-11-2011,4,0,20,0,1,1,3,0.4,0.4091,0.651428885,0.87,5,75,80
4776,21-11-2011,4,0,21,0,1,1,3,0.4,0.4091,0.685346605,0.87,11,103,114
4777,21-11-2011,4,0,22,0,1,1,3,0.4,0.4091,0.704484843,0.87,6,72,78
4778,22-11-2011,4,0,0,0,2,1,3,0.38,0.3939,0.738427751,0.94,0,14,14
4779,22-11-2011,4,0,1,0,2,1,3,0.4,0.4091,0.716324743,0.94,1,5,6
4780,22-11-2011,4,0,2,0,2,1,3,0.38,0.3939,0.697464028,1,2,4,6
4781,22-11-2011,4,0,3,0,2,1,3,0.38,0.3939,0.736630543,1,1,2,3
4782,22-11-2011,4,0,4,0,2,1,3,0.38,0.3939,0.803543065,0.94,0,7,7
4783,22-11-2011,4,0,5,0,2,1,3,0.38,0.3939,0.8241529,0.94,1,17,18
4784,22-11-2011,4,0,6,0,2,1,2,0.38,0.3939,0.913551989,0.94,1,63,64
4785,22-11-2011,4,0,11,0,2,1,3,0.4,0.4091,0.913478588,0.94,4,28,32
4786,22-11-2011,4,0,12,0,2,1,3,0.4,0.4091,0.917609472,1,3,18,21
4787,22-11-2011,4,0,13,0,2,1,3,0.42,0.4242,0.91727196,1,4,22,26
4788,22-11-2011,4,0,17,0,2,1,3,0.44,0.4394,0.914595077,1,4,161,165
4789,22-11-2011,4,0,18,0,2,1,3,0.44,0.4394,0.894064132,1,0,148,148
4790,22-11-2011,4,0,19,0,2,1,3,0.46,0.4545,0.896353655,0.94,5,106,111
4791,22-11-2011,4,0,22,0,2,1,2,0.5,0.4848,0.931882331,0.94,6,81,87
4792,22-11-2011,4,0,23,0,2,1,2,0.48,0.4697,0.883123088,0.94,3,36,39
4793,23-11-2011,4,0,0,0,3,1,2,0.48,0.4697,0.851889897,0.94,2,14,16
4794,23-11-2011,4,0,1,0,3,1,2,0.48,0.4697,0.840685668,0.94,0,8,8
4795,23-11-2011,4,0,2,0,3,1,3,0.5,0.4848,0.821727978,0.94,1,5,6
4796,23-11-2011,4,0,3,0,3,1,3,0.5,0.4848,0.806319751,0.94,1,2,3
4797,23-11-2011,4,0,4,0,3,1,3,0.52,0.5,0.798087897,0.88,0,5,5
4798,23-11-2011,4,0,6,0,3,1,2,0.44,0.4394,0.776052949,1,1,68,69
4799,23-11-2011,4,0,7,0,3,1,2,0.46,0.4545,0.768146903,1,2,154,156
4800,23-11-2011,4,0,8,0,3,1,2,0.48,0.4697,0.753797845,0.94,7,316,323
4801,23-11-2011,4,0,9,0,3,1,2,0.52,0.5,0.79425307,0.94,3,164,167
4802,23-11-2011,4,0,10,0,3,1,2,0.52,0.5,0.832975757,0.94,6,70,76
4803,23-11-2011,4,0,12,0,3,1,1,0.48,0.4697,0.819264745,0.55,9,151,160
4804,23-11-2011,4,0,13,0,3,1,2,0.44,0.4394,0.848185764,0.54,12,162,174
4805,23-11-2011,4,0,17,0,3,1,3,0.38,0.3939,0.874459052,0.71,7,156,163
4806,23-11-2011,4,0,18,0,3,1,2,0.4,0.4091,0.920824867,0.58,7,138,145
4807,23-11-2011,4,0,19,0,3,1,1,0.38,0.3939,0.963382,0.58,6,116,122
4808,23-11-2011,4,0,21,0,3,1,1,0.36,0.3182,0.988071858,0.57,0,66,66
4809,24-11-2011,4,0,1,1,4,0,1,0.32,0.2879,0.989148975,0.57,1,23,24
4810,24-11-2011,4,0,2,1,4,0,1,0.3,0.2879,0.979885427,0.61,3,19,22
4811,24-11-2011,4,0,4,1,4,0,1,0.3,0.3182,0.994833097,0.61,1,1,2
4812,24-11-2011,4,0,5,1,4,0,1,0.3,0.3182,0.984438598,0.61,1,10,11
4813,24-11-2011,4,0,6,1,4,0,1,0.3,0.3182,0.98022794,0.61,1,5,6
4814,24-11-2011,4,0,7,1,4,0,1,0.26,0.2727,0.977823055,0.75,9,31,40
4815,24-11-2011,4,0,8,1,4,0,1,0.3,0.3182,0.957987371,0.65,4,42,46
4816,24-11-2011,4,0,12,1,4,0,1,0.46,0.4545,0.910756416,0.36,62,88,150
4817,24-11-2011,4,0,15,1,4,0,1,0.5,0.4848,0.888587642,0.31,78,71,149
4818,24-11-2011,4,0,19,1,4,0,1,0.4,0.4091,0.85374231,0.54,15,13,28
4819,24-11-2011,4,0,20,1,4,0,1,0.36,0.3485,0.796093211,0.76,14,17,31
4820,24-11-2011,4,0,23,1,4,0,1,0.34,0.3485,0.783756051,0.76,2,19,21
4821,25-11-2011,4,0,0,0,5,1,1,0.34,0.3333,0.784508707,0.76,7,22,29
4822,25-11-2011,4,0,1,0,5,1,1,0.34,0.3636,0.801247285,0.76,2,12,14
